severity_score,priority_tier,sla_tier_hours,queue_size,regulatory_flag,vip_customer,channel_is_digital,hour_of_day,sla_breached
0.235,3,48,16,0,0,0,2,0
0.138,2,5,6,0,0,1,5,0
0.285,4,72,1,0,0,1,12,0
0.834,4,5,11,0,0,0,0,1
0.129,5,72,21,0,0,0,12,0
0.055,4,48,23,0,0,0,14,0
0.781,3,48,3,0,0,1,12,0
0.08,1,48,30,0,0,1,19,0
0.455,1,72,9,1,0,1,1,0
0.686,3,72,10,0,0,1,8,0
0.357,1,72,10,0,1,1,23,0
0.739,2,24,2,0,0,1,15,1
0.275,4,24,29,0,0,1,16,1
0.041,3,48,1,0,0,1,3,0
0.98,1,48,29,0,0,1,5,1
0.257,1,72,30,1,0,1,9,0
0.539,2,5,11,0,0,0,8,1
0.778,3,5,19,0,0,1,0,1
0.019,4,24,8,0,0,0,10,0
0.225,3,24,2,0,0,1,14,0
0.635,3,72,15,0,1,1,11,0
0.152,4,24,17,0,0,1,1,0
0.571,1,72,17,0,0,1,16,0
0.292,3,72,21,0,0,1,19,0
0.432,1,48,17,0,0,1,17,0
0.607,1,5,12,0,0,1,5,1
0.767,4,72,11,0,0,1,10,0
0.63,3,72,7,0,0,1,14,0
0.873,4,48,0,0,0,1,5,1
0.098,5,72,13,0,0,1,4,0
0.503,1,72,30,1,0,1,20,0
0.091,3,5,23,0,0,1,16,0
0.85,2,72,11,0,0,1,22,0
0.323,3,5,28,1,0,1,21,1
0.99,2,72,16,0,0,0,5,1
0.722,1,5,23,1,0,0,15,1
0.07,4,48,28,0,0,0,20,0
0.715,4,72,26,0,0,1,23,1
0.363,5,72,13,0,0,0,18,0
0.112,2,48,13,0,0,1,15,0
0.097,1,72,28,0,0,0,10,0
0.445,4,48,18,0,1,1,16,1
0.221,3,48,22,0,0,1,20,0
0.713,3,24,23,0,0,1,12,1
0.228,2,48,4,0,0,1,23,0
0.517,4,24,11,0,0,1,16,1
0.865,4,24,27,0,0,0,0,1
0.065,2,48,6,0,0,0,3,0
0.357,4,5,26,0,0,0,7,1
0.364,1,72,20,1,0,1,17,0
0.847,5,5,25,1,0,1,8,1
0.183,2,24,22,0,0,0,8,0
0.091,2,5,28,0,0,1,7,1
0.762,4,72,3,0,0,1,20,0
0.478,4,5,15,0,0,1,15,1
0.01,4,5,23,0,0,1,20,1
0.456,1,48,24,0,0,1,10,0
0.514,3,48,27,0,0,1,16,1
0.44,2,72,0,0,0,1,5,0
0.76,3,5,29,0,0,1,5,1
0.109,2,24,9,0,0,1,3,0
0.928,2,24,10,0,0,0,5,1
0.157,5,72,20,0,0,1,7,0
0.472,3,48,4,0,0,0,10,0
0.425,4,72,0,0,0,0,11,0
0.14,4,48,0,0,0,1,8,0
0.373,3,72,25,0,0,1,6,0
0.44,3,5,2,0,0,1,23,1
0.952,1,72,22,0,0,1,19,0
0.059,1,48,8,0,0,1,15,0
0.75,3,72,26,0,0,1,6,1
0.438,3,48,17,0,0,1,2,0
0.699,3,48,28,0,0,1,10,1
0.461,3,24,21,0,0,1,0,1
0.642,4,72,25,0,1,1,16,1
0.566,1,48,25,0,0,1,2,0
0.565,5,5,17,0,0,0,18,1
0.61,2,5,24,0,0,1,23,1
0.33,2,48,14,0,0,0,13,0
0.401,3,5,19,0,1,1,13,1
0.856,5,48,17,0,0,0,18,1
0.893,5,24,6,0,0,1,0,1
0.944,1,24,17,0,1,0,7,1
0.202,2,72,8,0,0,0,0,0
0.899,4,5,26,0,1,0,23,1
0.049,4,72,6,0,0,0,2,0
0.507,5,5,5,0,0,1,19,1
0.995,4,24,6,0,0,1,8,1
0.945,1,5,12,0,0,0,11,1
0.31,1,72,30,0,0,0,2,0
0.81,4,5,30,0,0,0,1,1
0.249,5,5,4,0,0,1,1,1
0.802,3,48,19,0,0,1,16,1
0.742,2,48,28,0,0,1,6,1
0.625,3,48,0,0,0,0,1,0
0.144,4,5,17,0,0,1,5,1
0.349,2,5,13,0,0,1,13,0
0.537,2,5,9,0,0,1,10,1
0.366,5,5,15,0,0,1,4,1
0.13,2,24,21,1,0,1,19,1
0.226,2,48,10,0,0,1,16,0
0.884,2,48,13,0,0,1,1,1
0.8,1,24,5,1,0,0,7,1
0.323,5,72,15,0,0,0,18,0
0.993,4,48,17,0,0,1,16,1
0.337,2,48,10,0,0,1,21,0
0.856,5,48,2,0,0,1,17,1
0.227,4,5,3,0,0,0,9,0
0.553,1,24,12,0,0,1,4,0
0.222,1,24,23,0,0,0,18,0
0.525,5,48,17,0,0,1,11,1
0.68,5,24,26,0,0,1,19,1
0.202,1,72,9,0,0,1,15,0
0.136,3,5,2,0,0,1,23,0
0.959,1,72,4,0,0,0,7,0
0.159,4,72,18,0,0,1,8,0
0.401,5,24,6,0,0,0,0,1
0.521,5,5,24,0,0,1,9,1
0.541,5,72,4,1,0,0,10,0
0.949,1,72,26,0,0,1,18,1
0.71,4,48,7,0,0,1,19,0
0.241,4,72,13,1,0,0,23,0
0.905,5,48,13,0,0,1,0,1
0.806,2,72,7,0,0,1,22,0
0.607,5,72,19,0,0,1,19,1
0.838,1,5,3,0,0,1,22,1
0.422,4,5,11,0,0,1,16,1
0.399,4,5,6,0,1,0,3,1
0.412,1,72,27,0,0,1,11,0
0.249,4,5,10,0,0,1,5,1
0.771,5,48,23,0,0,0,15,1
0.334,5,24,10,0,0,1,20,1
0.622,2,72,6,0,0,1,14,0
0.755,2,48,0,1,0,0,22,0
0.296,5,24,12,0,1,1,22,1
0.877,4,48,4,0,0,1,12,1
0.956,3,5,10,0,0,1,17,1
0.993,1,72,7,0,0,1,7,0
0.812,2,5,9,0,1,1,14,1
0.551,5,24,13,0,0,1,18,1
0.979,3,48,25,0,0,1,7,1
0.357,2,48,27,0,0,0,18,0
0.981,5,72,17,0,0,1,23,1
0.702,5,24,14,0,0,1,14,1
0.436,2,5,17,0,0,0,15,1
0.148,3,5,30,0,0,0,23,1
0.598,4,24,12,0,0,1,21,1
0.233,5,72,4,0,0,1,0,0
0.053,3,5,24,0,0,1,23,1
0.195,5,24,26,0,0,1,3,1
0.094,4,72,25,0,0,1,10,0
0.311,2,72,28,0,0,1,6,0
0.986,1,48,14,0,0,1,19,1
0.557,3,5,5,1,0,1,10,1
0.028,5,48,27,1,0,1,15,1
0.218,3,5,27,0,0,1,5,1
0.706,2,24,26,0,1,1,17,1
0.794,1,48,29,0,0,1,16,1
0.1,2,24,19,0,0,0,17,0
0.784,1,5,10,0,0,0,15,1
0.404,3,5,29,0,0,0,21,1
0.839,1,5,21,0,0,1,22,1
0.394,5,24,9,0,0,1,20,1
0.435,1,72,0,0,0,1,12,0
0.992,3,5,16,0,0,1,18,1
0.571,2,48,23,1,1,0,12,1
0.964,1,72,23,0,0,1,21,0
0.911,1,72,30,0,0,1,22,1
0.207,5,5,1,0,0,1,9,1
0.24,3,24,12,0,0,0,1,0
0.599,5,48,28,0,0,1,20,1
0.94,3,72,22,1,0,1,6,1
0.488,5,5,20,0,1,0,4,1
0.223,1,5,5,0,0,1,10,0
0.74,4,48,17,0,0,1,3,1
0.886,2,5,17,0,0,1,1,1
0.109,2,5,26,0,0,1,2,1
0.615,4,24,14,0,1,0,6,1
0.725,1,5,30,0,0,1,5,1
0.201,1,72,12,0,0,1,5,0
0.336,4,5,27,0,0,1,9,1
0.143,3,5,3,0,0,1,19,0
0.724,3,48,1,0,0,1,12,1
0.058,4,5,27,0,0,1,2,1
0.824,4,72,9,0,0,0,7,0
0.613,3,72,15,0,0,1,11,0
0.287,2,72,8,0,0,1,9,0
0.46,5,24,12,0,0,1,12,1
0.418,4,72,30,0,0,1,12,0
0.53,2,24,22,0,0,0,21,1
0.363,4,72,11,0,0,1,3,0
0.452,5,72,1,0,0,0,21,0
0.518,2,72,0,0,0,1,8,0
0.681,2,72,18,0,0,1,14,0
0.738,4,48,19,0,0,1,1,1
0.787,1,5,0,0,0,1,2,1
0.902,2,24,30,0,0,1,10,1
0.828,4,48,22,0,0,0,5,1
0.152,4,5,17,0,0,1,20,1
0.983,2,5,21,0,0,1,1,1
0.381,4,72,5,0,0,0,11,0
0.585,2,72,28,1,0,1,11,0
0.988,3,5,5,0,0,1,4,1
0.935,2,48,9,0,0,1,19,0
0.495,5,72,5,0,0,1,16,0
0.023,3,24,1,0,0,1,13,0
0.273,4,5,10,0,0,0,19,1
0.574,3,72,6,0,0,1,21,0
0.375,3,72,13,0,0,1,8,0
0.489,3,5,29,0,0,0,10,1
0.896,1,24,25,0,0,1,2,1
0.801,1,5,0,0,0,1,19,1
0.583,4,48,25,0,0,1,4,1
0.746,1,24,2,0,0,1,21,1
0.05,1,72,10,0,0,0,22,0
0.605,2,72,9,0,0,0,14,0
0.006,2,24,8,0,0,0,22,0
0.762,2,24,27,0,0,1,20,1
0.297,4,48,6,0,0,1,16,0
0.891,3,48,24,0,1,1,23,1
0.756,4,5,21,0,0,1,23,1
0.318,3,5,18,0,0,1,23,1
0.37,3,72,10,0,0,1,5,0
0.353,4,72,10,0,0,0,14,0
0.464,2,24,23,0,0,1,4,1
0.381,2,72,11,1,0,1,5,0
0.946,2,5,0,0,0,1,0,1
0.158,5,48,7,0,0,1,13,0
0.16,1,48,30,1,0,1,19,0
0.235,4,24,13,0,0,1,10,0
0.684,4,5,19,0,0,1,22,1
0.37,4,5,0,0,0,1,10,1
0.91,3,72,25,0,0,0,22,1
0.127,3,24,22,0,0,0,15,0
0.891,3,5,12,0,0,1,15,1
0.9,3,5,14,0,0,0,22,1
0.848,1,72,7,0,1,1,19,0
0.146,3,48,15,0,0,1,20,0
0.924,5,5,9,0,0,1,16,1
0.791,4,5,9,0,0,1,20,1
0.421,3,72,24,0,0,1,17,0
0.444,3,5,29,0,0,1,14,1
0.586,3,5,3,1,0,1,4,1
0.721,5,5,20,0,0,1,19,1
0.035,3,48,18,0,1,1,23,0
0.132,1,5,4,0,0,0,7,0
0.36,3,48,2,0,0,1,17,0
0.416,4,24,17,0,0,1,3,1
0.869,2,24,1,0,0,1,22,1
0.042,2,24,30,0,0,1,10,0
0.634,4,5,16,0,0,1,22,1
0.068,2,5,6,0,0,1,2,0
0.368,2,72,6,0,1,1,19,0
0.556,5,72,5,0,0,1,6,0
0.26,1,48,14,1,0,1,16,0
0.205,1,5,12,0,0,0,6,0
0.736,3,24,28,0,0,1,20,1
0.567,3,24,16,1,1,0,10,1
0.947,4,48,14,0,0,1,15,1
0.597,2,5,19,1,1,1,1,1
0.947,1,48,14,0,0,1,1,1
0.646,4,48,2,0,0,1,1,0
0.302,3,72,29,0,0,0,3,0
0.744,1,72,5,1,0,1,18,0
0.273,1,72,2,0,0,1,21,0
0.037,4,72,13,0,1,0,21,0
0.77,3,48,23,0,0,1,8,1
0.188,4,5,20,1,0,0,17,1
0.489,2,5,9,0,0,1,15,1
0.373,3,24,10,0,0,1,12,0
0.984,3,24,26,0,0,1,13,1
0.432,5,48,28,0,0,1,14,1
0.862,2,5,10,0,0,1,19,1
0.633,2,24,26,0,0,1,13,1
0.991,5,5,16,1,1,0,21,1
0.74,3,72,3,0,0,1,12,0
0.819,2,48,23,0,0,1,20,1
0.156,2,5,28,0,0,1,4,0
0.695,3,24,24,0,0,1,3,1
0.191,1,5,9,0,0,0,2,0
0.453,1,72,30,0,0,1,9,0
0.375,3,72,19,0,0,1,1,0
0.977,4,48,11,1,0,0,12,1
0.77,4,48,30,0,0,1,1,1
0.759,1,72,8,0,0,1,22,0
0.094,4,48,7,0,0,1,17,0
0.855,2,72,3,1,0,0,0,0
0.444,5,24,14,0,0,0,17,1
0.049,5,5,22,0,0,1,5,1
0.601,4,5,21,0,0,1,15,1
0.387,2,72,1,0,0,0,18,0
0.229,4,5,3,0,0,0,19,0
0.438,3,72,0,0,0,1,17,0
0.474,3,72,17,0,1,1,21,0
0.401,2,24,3,1,0,1,6,0
0.997,3,48,15,1,0,1,13,1
0.04,2,24,9,0,0,1,1,0
0.012,5,48,18,0,0,0,10,0
0.861,2,24,21,0,0,1,12,1
0.627,1,24,21,0,0,0,2,1
0.99,1,24,7,0,0,1,7,1
0.406,4,5,27,0,0,1,23,1
0.391,5,24,23,0,0,0,16,1
0.646,2,24,19,0,0,1,19,1
0.066,1,24,24,0,0,1,14,0
0.987,3,48,26,0,0,1,15,1
0.386,5,24,15,0,0,0,17,1
0.631,3,48,29,0,0,1,10,1
0.324,2,24,11,0,0,1,21,0
0.264,4,24,24,0,0,0,22,1
0.687,3,48,6,0,0,1,23,0
0.291,2,24,19,0,0,1,20,0
0.375,4,72,22,0,0,1,4,0
0.072,1,72,26,0,0,1,8,0
0.455,5,48,16,0,0,1,13,1
0.49,1,72,13,0,0,1,11,0
0.994,1,5,8,1,0,1,3,1
0.687,2,5,28,0,1,1,19,1
0.284,2,24,7,0,0,1,17,0
0.236,1,48,24,0,0,0,6,0
0.017,2,5,18,0,0,1,15,0
0.246,4,24,7,0,0,1,7,0
0.003,3,72,18,0,0,1,7,0
0.082,4,72,4,0,0,1,12,0
0.765,2,72,13,0,0,1,15,0
0.388,4,24,11,0,1,0,21,1
0.788,2,24,10,0,0,1,7,1
0.878,1,24,20,0,0,0,12,1
0.36,1,72,13,0,0,1,8,0
0.269,3,72,5,0,0,1,19,0
0.196,1,72,11,1,0,1,5,0
0.695,1,48,2,0,0,1,4,0
0.279,2,24,13,0,0,1,2,0
0.573,2,48,17,0,0,1,0,0
0.195,1,5,24,1,0,1,3,1
0.553,3,24,4,0,0,0,10,0
0.766,5,5,16,0,1,1,1,1
0.847,2,48,18,0,0,1,22,1
0.248,5,5,2,0,0,1,16,1
0.678,4,72,28,0,0,0,11,1
0.577,4,48,16,0,0,0,4,1
0.207,5,48,26,0,0,1,12,1
0.024,4,24,24,1,0,1,4,1
0.59,2,48,12,0,1,1,14,0
0.399,4,48,28,0,0,0,7,0
0.897,1,48,11,1,0,1,20,1
0.078,3,48,26,0,0,0,15,0
0.331,3,24,0,0,0,1,8,0
0.51,5,48,0,0,0,1,11,0
0.285,1,5,28,0,0,0,1,1
0.548,5,5,30,0,0,1,22,1
0.723,3,24,4,0,0,1,8,1
0.042,3,5,30,0,0,1,4,1
0.568,2,5,2,0,1,1,2,1
0.915,2,72,3,1,0,0,19,0
0.372,4,48,18,0,0,0,10,0
0.327,2,48,25,0,0,1,0,0
0.272,5,48,15,0,0,1,18,0
0.863,1,24,17,0,0,0,7,1
0.153,1,48,13,0,0,1,2,0
0.623,1,48,29,0,0,0,4,0
0.978,3,48,3,0,0,0,12,1
0.405,2,48,7,0,0,1,10,0
0.853,1,5,2,0,1,1,15,1
0.934,2,5,0,0,1,1,11,1
0.918,3,5,1,0,0,1,18,1
0.04,1,24,25,0,0,0,3,0
0.291,5,5,26,0,0,1,8,1
0.776,5,5,15,0,0,1,10,1
0.695,4,48,30,0,0,1,12,1
0.93,3,48,6,0,0,1,2,1
0.875,2,5,14,0,0,1,10,1
0.579,4,72,13,0,0,0,17,0
0.303,2,72,20,1,0,1,2,0
0.841,3,72,5,0,0,0,22,0
0.45,3,72,21,0,0,1,22,0
0.869,2,48,13,1,0,1,1,1
0.24,5,72,30,0,0,1,1,0
0.632,3,48,10,1,0,0,16,1
0.148,5,48,16,0,0,1,19,0
0.77,1,72,30,0,0,1,14,1
0.333,4,5,15,0,0,1,19,1
0.923,5,24,14,0,0,0,7,1
0.58,4,48,0,0,1,0,14,0
0.002,1,5,25,0,0,0,13,0
0.869,3,5,15,0,0,1,9,1
0.855,4,48,5,0,0,1,2,1
0.246,4,5,3,0,0,1,21,1
0.257,2,72,6,0,0,0,9,0
0.542,5,5,2,0,0,0,0,1
0.066,3,24,3,0,0,1,17,0
0.122,5,48,25,1,0,1,12,0
0.545,3,5,29,0,0,0,2,1
0.162,3,24,16,0,0,1,20,0
0.34,4,72,3,0,0,1,5,0
0.637,5,5,23,0,0,0,15,1
0.458,3,48,6,0,1,1,18,0
0.988,3,48,13,0,1,1,14,1
0.843,5,5,18,0,0,0,23,1
0.12,1,48,7,0,0,1,3,0
0.3,2,48,26,0,0,1,13,0
0.975,3,5,15,0,0,1,9,1
0.712,2,5,11,1,0,0,10,1
0.183,2,5,7,1,0,0,17,0
0.08,5,48,29,0,0,0,1,0
0.878,1,48,8,0,0,1,18,1
0.891,1,72,25,0,0,1,18,0
0.895,2,5,10,0,0,1,3,1
0.017,2,24,5,0,0,1,7,0
0.005,5,48,18,0,0,1,17,0
0.43,5,72,6,0,0,1,18,0
0.578,3,24,19,0,0,1,20,1
0.001,1,72,18,0,0,1,5,0
0.58,2,24,22,1,0,1,23,1
0.395,2,48,30,1,1,1,3,0
0.014,1,48,6,0,0,1,3,0
0.325,4,72,21,0,0,1,20,0
0.389,2,24,15,0,0,1,0,0
0.159,1,72,16,0,0,0,4,0
0.177,1,72,25,0,1,1,9,0
0.449,3,72,30,0,0,1,4,0
0.234,4,72,7,0,0,1,4,0
0.721,5,48,22,1,0,1,9,1
0.02,5,5,7,0,0,1,21,0
0.856,5,24,20,0,0,1,0,1
0.69,5,72,18,0,0,1,23,1
0.764,3,48,18,0,0,0,19,1
0.357,4,72,19,0,0,1,10,0
0.759,5,48,15,0,0,1,2,1
0.896,2,72,27,1,0,1,23,1
0.681,5,72,22,0,0,1,3,1
0.012,5,72,3,0,0,0,6,0
0.924,5,5,2,0,0,1,20,1
0.241,4,48,17,0,0,1,15,0
0.216,4,48,3,1,0,0,8,0
0.696,3,72,17,0,1,1,20,0
0.667,2,24,26,0,0,1,6,1
0.198,3,72,1,0,0,1,3,0
0.724,3,48,26,0,0,1,5,1
0.008,3,5,17,0,0,1,2,0
0.212,2,72,3,0,0,1,22,0
0.555,5,48,28,0,0,1,21,1
0.954,4,24,19,0,0,1,19,1
0.733,1,24,12,0,0,1,2,0
0.115,2,5,7,0,0,0,17,0
0.909,5,24,1,0,0,1,4,1
0.051,5,5,7,0,0,1,2,1
0.332,2,24,1,0,0,1,7,0
0.089,2,72,2,0,0,1,10,0
0.681,3,5,1,0,0,0,22,1
0.81,1,5,10,0,0,1,2,1
0.19,1,72,25,0,0,1,20,0
0.605,2,48,10,0,0,0,20,0
0.292,2,5,17,0,0,1,15,1
0.522,1,24,5,0,0,1,1,0
0.469,5,72,14,1,0,1,8,0
0.378,3,5,11,0,0,1,12,1
0.236,2,48,16,0,0,1,11,0
0.17,5,72,23,1,0,1,1,0
0.24,5,72,19,0,0,0,20,0
0.856,5,24,4,1,0,1,3,1
0.253,5,5,28,0,0,1,20,1
0.962,2,72,15,0,0,1,22,0
0.528,1,72,8,0,0,1,12,0
0.295,2,48,13,0,1,0,22,0
0.722,5,72,6,1,0,1,14,1
0.822,3,72,5,0,0,0,1,0
0.789,3,48,17,0,0,0,23,1
0.085,4,48,13,0,0,1,16,0
0.918,2,5,11,0,0,1,8,1
0.972,4,5,21,0,1,1,1,1
0.291,2,24,6,0,0,1,16,0
0.315,1,72,23,0,0,1,3,0
0.455,4,5,17,1,0,1,2,1
0.198,2,24,12,0,0,1,13,0
0.723,1,72,24,0,0,1,16,0
0.779,5,5,0,0,0,1,0,1
0.335,4,5,17,0,0,0,7,1
0.334,4,48,23,0,0,1,23,0
0.917,5,24,12,0,0,1,1,1
0.604,1,48,3,0,0,1,15,0
0.026,2,72,6,0,0,0,19,0
0.148,2,72,8,0,0,1,1,0
0.857,3,24,16,0,0,1,11,1
0.778,3,24,15,0,0,0,23,1
0.694,1,24,13,0,1,1,6,0
0.055,2,48,12,0,0,0,0,0
0.685,1,48,30,0,0,1,6,1
0.341,1,72,16,0,0,1,20,0
0.424,5,24,19,0,0,1,23,1
0.116,3,5,25,0,0,1,9,1
0.863,5,24,13,1,0,1,23,1
0.102,3,72,22,0,0,1,11,0
0.581,1,48,9,0,0,1,14,0
0.583,2,72,24,0,0,0,13,0
0.573,4,48,26,0,0,1,23,1
0.761,4,5,28,0,0,0,18,1
0.952,2,24,10,0,0,0,9,1
0.792,2,24,28,0,0,0,7,1
0.141,4,72,18,0,0,1,22,0
0.558,2,72,20,1,0,0,0,0
0.174,2,48,17,0,0,1,7,0
0.663,3,24,28,0,0,0,0,1
0.981,1,48,30,0,0,0,22,1
0.434,1,24,12,0,0,1,13,0
0.093,5,72,18,0,0,1,6,0
0.482,4,5,21,0,0,0,16,1
0.337,1,48,26,0,0,1,7,0
0.773,5,48,20,0,0,0,5,1
0.224,1,72,19,0,0,1,1,0
0.98,4,24,2,1,0,1,0,1
0.066,5,5,19,0,0,1,2,1
0.321,4,72,24,0,0,1,18,0
0.642,2,5,23,0,0,1,15,1
0.599,4,24,1,0,0,1,12,1
0.412,2,24,11,1,0,1,15,0
0.826,4,5,5,0,0,1,8,1
0.937,5,48,2,0,0,1,2,1
0.954,3,48,22,0,0,0,12,1
0.545,1,72,0,0,0,0,21,0
0.603,1,72,3,0,0,0,21,0
0.468,5,48,12,0,0,1,21,1
0.307,5,5,23,0,0,1,4,1
0.294,1,5,13,0,0,1,6,0
0.832,4,72,17,1,0,1,15,1
0.17,2,5,0,0,0,0,18,0
0.182,2,48,16,0,0,1,10,0
0.491,5,72,7,0,0,1,17,0
0.115,5,24,17,0,0,1,7,1
0.45,1,72,25,0,0,1,12,0
0.994,4,72,22,1,0,1,12,1
0.808,1,48,24,1,0,1,5,1
0.629,3,24,2,0,0,1,0,0
0.539,4,5,21,0,0,1,16,1
0.937,1,24,10,0,0,0,1,1
0.534,3,24,13,0,0,0,0,1
0.127,1,48,25,1,0,1,21,0
0.433,5,48,16,0,0,1,19,1
0.735,5,5,20,1,0,1,16,1
0.81,1,72,2,0,0,0,12,0
0.478,5,24,0,0,0,1,2,0
0.063,4,72,19,0,0,1,19,0
0.436,4,24,26,0,0,1,15,1
0.038,5,48,21,0,0,1,20,0
0.369,3,5,21,0,0,0,12,1
0.332,4,5,0,0,0,0,5,0
0.343,3,48,8,0,0,1,12,0
0.353,5,48,5,0,0,1,17,0
0.847,4,24,27,0,0,0,18,1
0.34,2,48,2,0,0,1,10,0
0.932,2,48,12,0,0,1,18,1
0.695,3,48,3,0,0,1,17,0
0.369,1,72,16,0,0,0,10,0
0.32,4,48,26,0,1,1,19,1
0.675,5,5,29,0,0,1,5,1
0.522,3,24,8,0,0,1,12,1
0.325,4,5,10,0,0,1,5,1
0.886,4,72,23,0,0,1,13,1
0.317,1,48,30,0,0,1,3,0
0.77,1,5,24,0,0,1,3,1
0.524,5,5,19,0,0,1,8,1
0.235,5,48,12,0,0,1,13,0
0.956,5,72,25,0,0,1,5,1
0.706,5,48,23,0,0,1,23,1
0.965,3,48,5,0,0,1,3,1
0.812,4,48,0,0,0,0,1,1
0.307,2,24,2,0,0,0,3,0
0.868,1,24,0,0,0,1,20,0
0.556,2,5,9,0,0,1,12,1
0.62,4,24,15,0,0,0,13,1
0.637,4,48,20,0,0,1,16,1
0.704,3,48,6,0,1,1,5,0
0.808,1,24,6,0,0,1,20,1
0.305,1,5,12,0,0,1,13,0
0.16,5,72,11,1,0,1,16,0
0.665,2,24,28,0,0,1,11,1
0.266,2,72,4,0,0,1,19,0
0.817,4,72,28,0,0,1,1,1
0.182,4,5,20,0,1,1,6,1
0.717,2,24,30,0,1,1,4,1
0.567,5,24,23,0,0,1,13,1
0.657,5,5,20,0,0,1,5,1
0.364,2,24,10,0,0,1,15,0
0.463,4,24,5,0,0,0,18,1
0.865,5,72,19,0,0,0,19,1
0.861,4,5,5,0,0,1,10,1
0.901,4,72,23,1,0,0,10,1
0.951,5,24,4,0,0,0,3,1
0.364,1,24,5,1,1,0,15,0
0.94,4,72,11,0,0,1,11,1
0.357,2,72,29,1,0,0,1,0
0.278,3,24,29,0,0,1,18,1
0.46,3,24,30,0,0,0,2,1
0.149,5,24,24,0,0,1,21,1
0.303,4,48,20,0,0,1,6,0
0.577,4,5,6,0,0,1,3,1
0.048,2,24,3,0,0,1,22,0
0.41,2,5,3,0,0,1,3,0
0.105,2,5,3,0,1,1,10,0
0.926,4,24,6,0,0,1,9,1
0.431,3,24,17,1,0,1,21,1
0.777,1,24,24,0,0,1,0,1
0.683,5,24,29,0,1,1,4,1
0.287,2,5,26,0,0,0,11,1
0.84,1,5,25,0,0,1,11,1
0.695,4,5,24,1,0,1,8,1
0.935,5,48,17,0,0,0,6,1
0.259,1,24,0,0,0,1,3,0
0.162,2,72,8,1,0,1,23,0
0.085,4,5,13,0,0,1,20,0
0.107,3,48,30,0,0,1,20,0
0.701,3,5,7,1,1,1,12,1
0.564,4,48,13,0,0,1,14,1
0.778,3,48,9,0,0,1,15,0
0.137,3,72,13,1,1,1,3,0
0.514,1,24,0,0,0,1,7,0
0.399,1,72,5,0,1,1,3,0
0.67,4,5,4,0,0,1,10,1
0.463,2,5,13,0,0,1,7,1
0.969,3,48,16,0,0,1,12,1
0.704,1,5,18,0,0,0,21,1
0.426,4,48,15,1,0,1,6,0
0.804,2,72,5,0,0,1,8,0
0.89,4,24,2,0,1,1,4,1
0.475,1,5,8,0,0,1,10,0
0.025,1,5,1,0,0,1,8,0
0.749,3,24,17,0,0,0,18,1
0.858,3,5,10,0,0,1,5,1
0.611,5,5,25,0,0,1,15,1
0.395,5,72,20,0,1,1,14,0
0.814,4,48,3,0,0,1,6,1
0.953,4,72,18,0,0,1,10,1
0.211,5,48,18,0,0,1,0,1
0.823,3,24,28,0,0,1,0,1
0.051,4,24,3,1,1,1,21,0
0.631,3,5,27,0,0,0,2,1
0.684,5,72,28,0,0,0,0,1
0.538,5,48,29,0,1,0,2,1
0.928,3,48,17,0,0,1,11,1
0.737,2,72,16,0,0,1,1,0
0.26,1,72,15,0,0,0,5,0
0.38,1,48,19,0,0,1,5,0
0.5,5,48,25,0,0,1,16,1
0.726,4,72,21,0,0,1,7,1
0.259,1,72,3,0,1,0,20,0
0.488,5,24,10,0,0,0,14,1
0.859,4,24,9,0,0,0,22,1
0.835,4,72,17,0,0,1,0,1
0.512,2,5,14,1,0,1,4,1
0.933,5,24,26,0,0,1,0,1
0.574,2,48,17,0,0,1,1,0
0.137,3,72,15,0,0,1,19,0
0.425,5,5,2,0,0,0,18,1
0.994,2,48,21,0,0,0,6,1
0.108,2,72,23,0,1,1,7,0
0.255,5,5,12,0,0,1,5,1
0.956,3,72,4,0,0,1,20,1
0.193,3,48,0,0,0,0,15,0
0.484,1,24,22,0,0,0,20,1
0.541,1,72,14,0,0,1,14,0
0.517,1,24,26,0,0,1,12,0
0.546,5,24,22,0,0,1,14,1
0.507,5,48,22,0,0,1,8,1
0.804,1,5,3,0,0,1,1,1
0.781,3,24,22,0,0,1,3,1
0.079,1,24,26,0,0,1,12,0
0.314,4,24,3,0,0,1,1,0
0.008,1,48,25,0,0,1,5,0
0.921,4,48,25,0,0,1,13,1
0.05,4,48,5,1,0,1,13,0
0.49,4,48,17,0,0,0,9,0
0.965,2,5,13,0,0,1,12,1
0.783,2,72,10,0,1,1,10,0
0.347,1,5,22,0,0,0,3,1
0.294,4,72,30,0,0,1,12,0
0.316,1,72,0,1,0,1,3,0
0.911,5,48,17,0,0,0,0,1
0.979,1,5,15,0,0,1,15,1
0.128,1,24,18,0,0,1,0,0
0.273,2,72,25,0,0,0,2,0
0.111,2,5,6,0,0,0,15,0
0.43,5,72,27,0,1,1,20,1
0.983,5,24,9,0,0,1,7,1
0.879,3,48,1,1,0,1,20,1
0.652,3,24,27,0,0,1,6,1
0.713,4,48,24,0,0,1,15,1
0.621,1,72,14,0,0,1,21,0
0.642,2,72,5,1,0,1,12,0
0.82,4,48,22,1,0,0,2,1
0.387,2,5,8,0,0,1,19,0
0.979,3,24,8,0,0,0,9,1
0.858,1,5,22,0,0,1,16,1
0.843,3,24,8,0,0,0,8,1
0.053,5,24,26,0,0,1,19,1
0.45,5,5,0,0,0,0,23,1
0.241,5,5,4,0,0,1,8,1
0.735,5,72,18,0,0,0,22,1
